field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph;
46.28.05.019.00;Курск;пашня;3;2023;Чечевица;Яр.ячмень;;175,89;Кермит;;;;2,00;72,60;148,50;6,38;5,61;
46.28.05.021.01;Курск;пашня;4;2023;Яр.ячмень;Горох;;87,84;Грэйс;;;;5,18;84,70;126,50;6,27;6,05;
46.28.05.021.02;Курск;пашня;4;2023;Оз.пшеница мягкая;Горох;;63,56;Стиль 18;СЭ;Покупные;;6,02;84,70;126,50;6,27;6,05;
46.28.05.022.00;Курск;пашня;3;2023;Оз.пшеница мягкая;Горох;;36,58;Стиль 18;СЭ;Покупные;;6,02;80,30;147,40;7,26;6,93;
46.28.05.023.01;Курск;пашня;4;2023;Кукуруза зерно;Яр.пшеница мягкая;;73,00;Каскад 166;;;гибридизация;6,88;135,30;173,80;7,15;7,37;
46.28.05.023.02;Курск;пашня;4;2023;Гречиха;Яр.пшеница мягкая;;10,04;Диана;;;;1,50;135,30;173,80;7,15;7,37;
46.28.05.023.03;Курск;пашня;4;2023;Гречиха;Яр.пшеница мягкая;;28,00;Диана;;;;1,50;135,30;173,80;7,15;7,37;
46.28.05.027.00;Курск;пашня;3;2023;Соя;Яр.пшеница мягкая;;178,94;Акцент 0852;;;;2,09;84,15;148,50;6,76;7,26;
46.28.05.028.00;Курск;пашня;3;2023;Соя;Яр.пшеница мягкая;;56,47;Аргента;;;;2,09;80,30;127,60;6,60;6,38;
46.28.05.029.00;Курск;пашня;4;2023;Соя;Яр.пшеница мягкая;;68,57;Аргента;;;;2,09;136,40;158,40;7,37;7,26;
46.28.05.030.00;Курск;пашня;4;2023;Оз.пшеница мягкая;Горох;;66,50;Гром;СЭ;Покупные;;6,02;147,40;148,50;6,49;6,05;
46.28.05.031.01;Курск;пашня;3;2023;Яр.ячмень;Одн.тр.овёс корм;;25,00;Грэйс;;;;5,18;86,90;146,30;5,72;5,83;
46.28.05.031.02;Курск;пашня;3;2023;Яр.ячмень;Одн.тр.овёс корм;;76,14;Грэйс;;;;5,18;86,90;146,30;5,72;5,83;
46.28.05.032.01;Курск;пашня;4;2023;Сортоучасток;Сортоучасток;;56,59;;;;;;119,90;141,90;6,16;5,83;
46.28.05.032.02;Курск;пашня;4;2023;Соя;Оз.пшеница мягкая;;16,00;Аргента;;;;2,09;119,90;141,90;6,16;5,83;
46.28.05.033.00;Курск;пашня;4;2023;Яр.пшеница твёрдая;Оз.пшеница мягкая;;5,03;Шукшинка;;;;;79,20;141,90;5,94;6,16;
46.28.05.034.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Горох;;54,15;Каликсо;;;;5,00;168,30;146,30;7,15;6,71;
46.28.05.035.00;Курск;пашня;3;2023;Соя;Яр.пшеница мягкая;;165,94;Акцент 0852;;;;2,09;88,00;117,70;6,93;6,05;
46.28.05.036.00;Курск;пашня;3;2023;Соя;Яр.пшеница мягкая;;161,37;Акцент 0852;;;;2,09;151,80;155,10;7,15;6,93;
46.28.05.037.00;Курск;пашня;3;2023;Оз.пшеница мягкая;Горох;;177,91;Алексеич;ЭС;Свои;;6,02;127,60;150,70;6,71;6,49;
46.28.05.038.00;Курск;пашня;4;2023;Соя;Оз.пшеница мягкая;;110,48;Акцент 0852;;;;2,09;157,30;158,40;6,38;5,83;
46.28.05.039.00;Курск;пашня;3;2023;Соя;Оз.пшеница мягкая;;144,76;Акцент 0852;;;;2,09;93,50;140,80;6,38;5,83;
46.28.05.040.00;Курск;пашня;4;2023;Яр.пшеница твёрдая;Оз.пшеница мягкая;;14,67;Шукшинка;;;;;118,80;168,30;6,16;5,50;
46.28.05.041.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Кукуруза зерно;;57,40;Каликсо;;;;5,00;165,00;116,60;6,27;6,93;
46.28.05.042.00;Курск;пашня;4;2023;Яр.ячмень;Горох;;79,60;Паустиан;ЭС;;;5,18;115,50;139,70;5,94;5,83;
46.28.05.043.00;Курск;пашня;4;2023;Соя;Яр.ячмень;;72,67;Аргента;;;;2,09;94,29;86,59;6,24;5,66;
46.28.05.044.00;Курск;пашня;4;2023;Яр.ячмень;Горох;;72,55;Паустиан;ЭС;;;5,18;64,59;95,86;5,97;5,37;
46.28.05.046.00;Курск;пашня;3;2023;Чечевица;Соя;;20,58;Рэдкот;;;;2,00;52,80;114,40;6,11;5,50;
46.28.05.047.01;Курск;пашня;4;2023;Сах.свекла;Яр.пшеница мягкая;;134,58;БТС 590;;;;45,00;113,18;91,48;5,98;5,56;
46.28.05.047.02;Курск;пашня;4;2023;Чечевица;Соя;;26,00;Рэдкот;;;;2,00;113,18;91,48;5,98;5,56;
46.28.05.049.00;Курск;пашня;3;2023;Чечевица;Оз.пшеница мягкая;;177,38;Кермит;;;;2,00;53,32;85,11;5,84;5,66;
46.28.05.051.00;Курск;пашня;3;2023;Чечевица;Оз.пшеница мягкая;;187,70;Кермит;;;;2,00;100,74;101,66;5,51;5,93;
46.28.05.053.00;Курск;пашня;4;2023;Чечевица;Оз.пшеница мягкая;;22,41;Кермит;;;;2,00;47,30;99,00;6,05;5,57;
46.28.05.054.00;Курск;пашня;3;2023;Чечевица;Оз.пшеница мягкая;;205,41;Кермит;;;;2,00;58,41;103,84;5,92;5,60;
46.28.05.055.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Соя;;24,37;Ликамеро;;;;5,00;52,43;89,47;5,98;5,61;
46.28.05.056.00;Курск;пашня;4;2023;Соя;Яр.пшеница мягкая;;100,94;ОАК Пруденс;;;;2,09;60,17;93,17;6,04;5,57;
46.28.05.057.00;Курск;пашня;4;2023;Яр.ячмень;Соя;;161,49;Паустиан;ЭС;;;5,18;64,49;83,74;6,22;5,25;
46.28.05.058.01;Курск;пашня;3;2023;Яр.ячмень;Соя;;53,00;Паустиан;;;;5,18;94,60;179,30;6,27;5,72;
46.28.05.058.02;Курск;пашня;3;2023;Яр.ячмень;Соя;;8,04;Паустиан;;;;5,18;94,60;179,30;6,27;5,72;
46.28.05.059.00;Курск;пашня;4;2023;Яр.ячмень;Соя;;26,24;Паустиан;ЭС;;;5,18;46,93;74,43;5,39;5,13;
46.28.05.060.00;Курск;пашня;4;2023;Пар;Яр.пшеница мягкая;;39,17;;;;;;84,70;156,20;6,27;5,72;
46.28.05.061.00;Курск;пашня;3;2023;Яр.пшеница мягкая;Кукуруза зерно;;129,88;Каликсо;;;;5,00;86,90;146,30;6,27;5,61;
46.28.05.062.00;Курск;пашня;3;2023;Яр.ячмень;Горох;;209,25;Грэйс;;;;5,18;73,70;123,20;6,38;5,83;
46.28.05.063.00;Курск;пашня;4;2023;Яр.ячмень;Горох;;31,08;Абба;;;;5,18;39,60;83,97;5,43;5,54;
46.28.05.064.00;Курск;пашня;4;2023;Не используется, чужая земля;Не используется, чужая земля;;20,72;;;;;;124,30;173,80;6,16;6,71;
46.28.05.065.00;Курск;пашня;4;2023;Яр.ячмень;Горох;;66,51;Абба;;;;5,18;46,99;71,66;5,75;5,23;
46.28.05.066.00;Курск;пашня;4;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;5,43;;;;;4,25;78,10;176,00;7,59;5,83;
46.28.05.067.00;Курск;пашня;3;2023;Пар;Кукуруза силос;;5,69;;;;;;0,00;0,00;0,00;0,00;
46.28.08.001.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;53,12;;;;;;0,00;0,00;0,00;0,00;
46.28.10.001.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;31,38;Каликсо;;;;5,00;0,00;0,00;0,00;0,00;
46.28.10.002.00;Курск;пашня;3;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;32,64;Каликсо;;;;5,00;112,20;214,50;6,27;5,94;
46.28.10.003.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;11,42;Каликсо;;;;5,00;0,00;0,00;0,00;0,00;
46.28.10.004.01;Курск;пашня;3;2023;Яр.пшеница мягкая;Соя;;77,88;Каликсо;;;;5,00;126,50;115,50;5,28;5,94;
46.28.10.004.02;Курск;пашня;3;2023;Яр.пшеница мягкая;Соя;;100,00;Каликсо;;;;5,00;126,50;115,50;5,28;5,94;
46.28.10.005.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Оз.пшеница мягкая;;82,08;Каликсо;;;;5,00;0,00;0,00;0,00;0,00;
46.28.10.006.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Оз.пшеница мягкая;;19,91;Каликсо;;;;5,00;149,60;188,10;5,50;6,49;
46.28.10.007.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Соя;;33,80;Каликсо;;;;5,00;271,70;177,65;6,55;6,00;
46.28.10.008.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Соя;;19,71;Каликсо;;;;5,00;294,80;183,70;5,94;6,60;
46.28.10.009.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Кукуруза зерно;;113,92;Каликсо;;;;5,00;228,80;180,40;5,94;5,72;
46.28.10.010.00;Курск;пашня;4;2023;Горох;Оз.пшеница мягкая;;226,00;Бельмондо;;;;3,12;173,80;140,80;6,49;5,61;
46.28.10.011.00;Курск;пашня;4;2023;Горох;Оз.пшеница мягкая;;64,53;Бельмондо;;;;3,12;0,00;0,00;0,00;0,00;
46.28.10.012.00;Курск;пашня;3;2023;Горох;Оз.пшеница мягкая;;126,69;Бельмондо;;;;3,12;136,40;165,00;6,82;6,43;
46.28.10.013.00;Курск;пашня;3;2023;Горох;Яр.пшеница мягкая;;113,78;Мадрас;;;;3,12;139,70;157,30;6,60;6,38;
46.28.10.014.00;Курск;пашня;4;2023;Горох;Оз.пшеница мягкая;;3,96;Бельмондо;;;;3,12;0,00;0,00;0,00;0,00;
46.28.10.015.00;Курск;пашня;3;2023;Горох;Оз.пшеница мягкая;;24,66;Бельмондо;;;;3,12;250,80;206,80;7,92;7,26;
46.28.10.016.00;Курск;пашня;4;2023;Горох;Оз.пшеница мягкая;;48,72;Мадрас;;;;3,12;0,00;0,00;0,00;0,00;
46.28.10.017.00;Курск;пашня;3;2023;Горох;Оз.пшеница мягкая;;138,75;Бельмондо;;;;3,12;212,30;168,30;6,71;7,26;
46.28.10.018.00;Курск;пашня;3;2023;Горох;Оз.пшеница мягкая;;93,06;Бельмондо;;;;3,12;156,75;150,15;6,82;7,26;
46.28.10.019.00;Курск;пашня;4;2023;Горох;Оз.пшеница мягкая;;86,42;Бельмондо;;;;3,12;149,60;147,40;6,93;6,93;
46.28.11.001.00;Курск;пашня;4;2023;Яр.ячмень;Горох;;89,56;Эксплоер;;;;5,18;0,00;0,00;0,00;0,00;
46.28.11.002.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;103,70;Каликсо;;;;5,00;0,00;0,00;0,00;0,00;
46.28.11.003.00;Курск;пашня;;2023;Сах.свекла;Яр.пшеница мягкая;;130,22;Марино;;;;45,00;0,00;0,00;0,00;0,00;
46.28.11.004.01;Курск;пашня;;2023;Сах.свекла;Яр.пшеница мягкая;;23,60;Малкин;;;;45,00;0,00;0,00;0,00;0,00;
46.28.11.004.02;Курск;пашня;;2023;Сах.свекла;Яр.пшеница мягкая;;15,42;БТС 590;;;;45,00;0,00;0,00;0,00;0,00;
46.28.11.004.03;Курск;пашня;;2023;Сах.свекла;Яр.пшеница мягкая;;12,30;Королев;;;;45,00;0,00;0,00;0,00;0,00;
46.28.11.006.00;Курск;пашня;4;2023;Яр.ячмень;Соя;;130,68;Эксплоер;;;;5,18;108,90;130,90;7,26;6,82;
46.28.11.007.01;Курск;пашня;3;2023;Яр.ячмень;Соя;;27,00;Формула 1;;;;5,18;0,00;0,00;0,00;0,00;
46.28.11.007.02;Курск;пашня;3;2023;Яр.ячмень;Соя;;37,35;Формула 1;;;;5,18;0,00;0,00;0,00;0,00;
46.28.11.008.00;Курск;пашня;4;2023;Яр.ячмень;Соя;;129,91;Эксплоер;;;;5,18;0,00;0,00;0,00;0,00;
46.28.11.009.00;Курск;пашня;4;2023;Яр.ячмень;Соя;;133,46;Эксплоер;;;;5,18;0,00;0,00;0,00;0,00;
46.28.11.010.00;Курск;пашня;4;2023;Яр.ячмень;Соя;;40,56;Формула 1;;;;5,18;0,00;0,00;0,00;0,00;
46.28.11.011.01;Курск;пашня;4;2023;Яр.ячмень;Соя;;47,00;Формула 1;;;;5,18;101,20;125,40;6,82;6,71;
46.28.11.011.02;Курск;пашня;4;2023;Яр.ячмень;Соя;;86,69;Формула 1;;;;5,18;101,20;125,40;6,82;6,71;
46.28.11.012.00;Курск;пашня;4;2023;Соя;Кукуруза зерно;;21,14;Акцент 0852;;;;2,09;127,60;138,60;7,48;7,04;
46.28.11.013.00;Курск;пашня;4;2023;Оз.пшеница мягкая;Горох;;154,44;STRG 8060 15;ЭС;Свои;;6,02;199,10;216,70;6,71;6,27;
46.28.11.014.00;Курск;пашня;4;2023;Оз.пшеница мягкая;Одн.тр.овёс корм;;119,94;Алексеич;ЭС;Свои;;6,02;105,60;121,00;6,60;6,05;
46.28.11.015.00;Курск;пашня;4;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;3;77,17;Планет;РС-1;Свои;;4,25;173,80;139,70;6,65;6,93;
46.28.11.016.00;Курск;пашня;4;2023;Оз.пшеница мягкая;Горох;;41,66;Фотон;СЭ;Свои;;6,02;0,00;0,00;0,00;0,00;
46.28.11.017.00;Курск;пашня;4;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;111,01;;;;;4,25;146,30;144,10;5,94;6,05;
46.28.11.018.00;Курск;пашня;3;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;3;4,73;Планет;РС-1;Свои;;4,25;0,00;0,00;0,00;0,00;
46.28.11.020.00;Курск;пашня;4;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;74,12;Каликсо;;;;5,00;119,90;143,00;6,27;7,15;
46.28.11.021.00;Курск;пашня;;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;127,51;Каликсо;;;;5,00;104,50;113,30;6,38;6,49;
46.28.11.022.01;Курск;пашня;4;2023;Яр.пшеница мягкая;Одн.тр.овёс корм;;132,15;Каликсо;;;;5,00;103,40;144,10;6,38;6,82;
46.28.11.022.02;Курск;пашня;4;2023;Пар;Люцерна пр.лет корм;;72,85;;;;;;103,40;144,10;6,38;6,82;
46.28.11.023.00;Курск;пашня;3;2023;Яр.пшеница мягкая;Яр.пшеница мягкая;;171,27;Каликсо;;;;5,00;99,00;123,20;6,27;6,93;
46.28.11.024.00;Курск;пашня;3;2023;Оз.пшеница мягкая;Горох;;208,44;Фотон;СЭ;Свои;;6,02;78,10;114,40;6,60;6,05;
46.28.11.025.00;Курск;пашня;3;2023;Оз.пшеница мягкая;Горох;;214,56;Цефей;ЭС;Свои;;6,02;99,00;128,70;6,71;6,60;
46.28.11.026.00;Курск;пашня;4;2023;Сах.свекла;Яр.пшеница мягкая;;85,01;Виорика;;;;45,00;86,90;159,50;6,71;6,05;
46.28.11.027.00;Курск;пашня;4;2023;Соя;Яр.ячмень;;91,53;ГЛ Мелани;;;;2,09;81,40;132,00;6,49;5,94;
46.28.11.028.00;Курск;пашня;;2023;Пар;Кукуруза зерно;;5,17;;;;;;0,00;0,00;0,00;0,00;
46.28.11.029.01;Курск;пашня;;2023;Пар;Кукуруза зерно;;5,48;;;;;;0,00;0,00;0,00;0,00;
46.28.11.029.02;Курск;пашня;;2023;Залежь;Залежь;;17,94;;;;;;0,00;0,00;0,00;0,00;
46.28.11.030.00;Курск;пашня;;2023;Пар;;;16,26;;;;;;0,00;0,00;0,00;0,00;
46.28.11.031.00;Курск;пашня;;2023;Пар;;;27,07;;;;;;0,00;0,00;0,00;0,00;
46.28.13.001.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;29,78;;;;;;102,30;215,60;6,82;6,82;
46.28.13.002.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;20,76;;;;;;102,30;215,60;6,82;6,82;
46.28.14.001.00;Курск;пашня;3;2023;Горох;Соя;;176,06;Мадрас;;;;3,12;123,20;123,20;5,94;6,05;
46.28.14.002.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;36,41;;;;;;178,20;141,90;5,61;6,05;
46.28.17.001.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;4,62;;;;;;0,00;0,00;0,00;0,00;
46.28.17.002.00;Курск;пашня;3;2023;Чечевица;Яр.пшеница мягкая;;161,90;;;;;2,00;148,50;206,80;4,07;5,72;
46.28.17.003.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;1,99;;;;;;0,00;0,00;0,00;0,00;
46.28.17.004.00;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;8,52;;;;;;0,00;0,00;0,00;0,00;
46.28.17.005.00;Курск;пашня;3;2023;Чечевица;Одн.тр.райграс одн.сем.;;38,01;;;;;2,00;63,80;211,20;6,16;5,72;
46.28.17.006.00;Курск;пашня;3;2023;Чечевица;Одн.тр.райграс одн.сем.;;79,31;Кермит;;;;2,00;138,60;221,10;5,72;5,61;
46.28.17.007.00;Курск;пашня;3;2023;Чечевица;Одн.тр.райграс одн.сем.;;44,28;;;;;2,00;74,80;198,00;5,72;5,61;
46.28.17.008.00;Курск;пашня;3;2023;Чечевица;Кукуруза зерно;;50,38;Кермит;;;;2,00;206,80;182,60;4,07;5,39;
46.28.17.009.00;Курск;пашня;3;2023;Чечевица;Яр.пшеница мягкая;;33,41;;;;;2,00;228,80;243,10;4,40;5,94;
46.28.17.010.00;Курск;пашня;3;2023;Чечевица;Кукуруза зерно;;53,85;Кермит;;;;2,00;235,40;207,90;4,51;5,83;
46.28.17.011.01;Курск;пашня;3;2023;Чечевица;Яр.пшеница мягкая;;80,75;;;;;2,00;165,00;180,40;4,07;5,50;
46.28.17.011.02;Курск;пашня;3;2023;Не используется, чужая земля;Не используется;;4,00;;;;;;165,00;180,40;4,07;5,50;
46.28.17.012.00;Курск;пашня;3;2023;Чечевица;Яр.пшеница мягкая;;41,83;;;;;2,00;158,40;225,50;4,95;6,05;
46.28.17.013.00;Курск;пашня;3;2023;Чечевица;Яр.пшеница мягкая;;84,90;;;;;2,00;176,00;287,10;3,85;5,94;
46.28.17.014.00;Курск;пашня;3;2023;Чечевица;Яр.пшеница мягкая;;204,72;;;;;2,00;152,90;180,40;4,18;5,83;
